symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags,research_score,structural_events_count,caution_flags_count,key_observations_count,rank
AVNS,Accumulation,High,62,Mixed,Strong uptrend Jan–Feb | Pullback/Distribution Feb–Mar | Secondary accumulation Mar–Apr | Explosive markup gap Apr-14 | Tight horizontal consolidation Apr–Jun (potential TR),"Pre-gap: effort increasing with result (healthy markup) | Gap day: extreme volume/effort with massive price result (climactic) | Post-gap: high initial volume with diminishing range = absorption/distribution possible | Recent: low effort, minimal result = equilibrium",Jan-Feb: progressive volume expansion on advance | Feb-24: climactic volume spike on sharp drop (LPSY/SC candidate) | Apr-14: extraordinary volume surge (23.9M vs prior avg ~500K) = climactic event | Apr-15 onward: volume decay on flat price = demand/supply balance | Jun-17/18: minor volume upticks on slight weakness,Jan–Apr-13: Accumulation/Markup confirmed | Apr-14 gap: potential Secondary Test or Buying Climax of new range | Apr-14 to Jun-26: Distribution or Re-accumulation TR — insufficient data to confirm direction,Jan–Apr: Composite Operator (CO) clearly marked up from ~11.10 to ~14.53 | Apr-14 gap suggests external catalyst or CO-engineered markup to new supply zone | Post-gap: CO appearing to test absorption at ~24.60–24.80 range | Recent minor weakness (Jun-17/18) may indicate CO probing demand,"Preliminary Support (PS): Jan-05 | Selling Climax (SC) candidate: Feb-24 (volume spike, sharp drop) | Automatic Rally (AR): Feb-25/26 | Secondary Test (ST): Mar area consolidation | Sign of Strength (SOS): Apr-13 close + Apr-14 gap markup | Last Point of Supply (LPSY) or Buying Climax (BC): Apr-14 gap zone | Trading Range (TR): Apr-14 to Jun-26 (~24.60–24.82) | Minor Sign of Weakness (mSOW): Jun-17/18 softness",Apr-14 gap from ~14.53 to ~24.55 (69% single-session move) is anomalous — likely news/merger/acquisition catalyst | Post-gap consolidation is extremely tight (range ~24.55–24.91 over 50+ sessions) | Volume declining post-gap suggests supply being absorbed OR distribution nearing completion | Price holding above gap open = supportive | No significant markdown from TR top yet | Jun-17/18 shows first notable intra-TR weakness with elevated volume,Gap event breaks classical Wyckoff price continuity — pre/post gap analysis must be treated as separate structures | Extremely tight post-gap range may indicate halted/restricted trading or instrument-specific constraint | Volume pattern post-gap is atypical — cannot rule out illiquidity or synthetic pricing | Insufficient post-TR price action to confirm re-accumulation vs. distribution | Jun-22 onward volume extremely low — reduced conviction in any directional read | External catalyst (not price/volume action) drove primary markup — Wyckoff CO narrative weakened,23,8,6,6,38
VISN,Accumulation,Low,52,Mixed,"Prior uptrend (Jan–Apr 27 ~17.50–19.70) → Catastrophic breakdown (Apr 28: ~$19.53 → $9.90, -49% single session) → Volatility compression base forming (May–Jun range ~$10.95–$13.04) | Higher lows emerging from May 19 low (~$10.955)",Apr 28–30: Extreme volume (20.5M / 16.7M / 30.1M) with massive price dislocation — climactic effort | May–Jun: Declining volume on sideways action suggests absorption | Jun 11–15 upside response on moderate volume shows improving result vs effort,Selling Climax signature Apr 28–30 (peak vol 30.1M) | Automatic Rally Apr 29–30 | Secondary Test volume declining through May | Volume contracting through consolidation May 27–Jun 10 | Modest volume expansion on Jun 11–26 upside attempts — constructive but not yet decisive,"Accumulation | Preliminary Support: Apr 28 | Selling Climax: Apr 30 (30.1M, wide spread up from 12.60) | Automatic Rally: Apr 30 close | Secondary Test: May 7–19 (lower volume, held above SC low) | Spring candidate: May 19 low ($10.955) | LPS forming: May 20–Jun 26 higher lows",Absorbing supply post-climax | Holding price above SC low | Gradual accumulation in $11.00–$12.70 range | No aggressive markup confirmed yet — testing commitment near $12.65–$13.04 resistance,Preliminary Support (PS): 2026-04-28 | Selling Climax (SC): 2026-04-30 | Automatic Rally (AR): 2026-04-30 upper wick/close | Secondary Test (ST): 2026-05-07 to 2026-05-19 | Spring/Low Point: 2026-05-19 ($10.955) | Last Point of Support (LPS): 2026-05-20 to 2026-06-10 | Sign of Strength (SOS) candidate: 2026-06-11 to 2026-06-15 | Back-Up Action (BU): 2026-06-16 to 2026-06-17 | SOS retest: 2026-06-22 to 2026-06-26,1. ~49% single-session gap-down (Apr 28) is non-standard Wyckoff — likely corporate event (halt/restructuring/spin-off) distorting classical structure | 2. Trading range established: ~$10.95 (floor) to ~$13.04 (ceiling) | 3. Price holding above Spring low for 6+ weeks — absorption evident | 4. Jun 11–15 push to $12.76–$13.04 represents first meaningful SOS attempt | 5. Volume declining on pullbacks (Jun 16–17) — healthy LPS behavior | 6. Jun 22–26 consolidation near $12.50–$12.88 —,,23,9,0,6,39
ECVT,Distribution,High,74,Noisy,Uptrend from Jan to mid-Apr (9.69→14.97) | Distributive topping pattern Apr–May | Markdown developing May–Jun | Lower highs and lower lows forming,Bullish effort producing diminishing upside results post-Apr | Large volume bars in late Feb and late May–Jun yielding little-to-no net advance | Supply overwhelming demand at highs,"Volume expansion on down bars (May 21, Jun 4, Jun 25) | Climactic volume on Jun 25 (5.785M) suggests possible selling climax | Volume contracting on rallies post-May peak | Effort-to-downside increasing",Distribution confirmed | Jan–Mar accumulation phase completed | Apr markup exhausted | May–Jun distribution and early markdown in progress,CO appears to have completed markup | Offloading supply into retail buying Apr–May | Absorption of supply not yet confirmed at Jun lows | CO likely testing demand at current levels,"SC (Spring candidate): ~9.685 Jan 5 | SOS: Feb 11 breakout surge | UTAD: Apr 10–13 (high volume push to 14.42, failed to hold) | PSY/BC region: 14.97 May 14 | SOW: May 19–21 sharp drop | LPSY: May 26–27 rally failure | Creek break: Jun 4 | Possible SC/ST: Jun 25 high-volume flush to 11.785 intraday",Price rejected 14.97 high on declining volume | Multiple failed rally attempts post-May peak | Jun 25 spike low (11.785) on massive volume (5.785M) may represent selling climax | Current price ~12.19 testing breakdown zone | Structure consistent with Wyckoff Distribution Schematic #1 or #2 | Spread narrowing post Jun 25 flush,"Jun 25 climactic volume could signal end of markdown and early re-accumulation — phase may shift | No confirmed spring or successful test yet | If 12.19 fails to hold, next support ~11.50–11.80 | Premature long entries carry significant risk until demand absorption confirmed | Low-volume rally attempts post-Jun 25 need monitoring for SOS confirmation",22,8,5,6,40
DNOW,Accumulation,High,62,Mixed,Primary downtrend (Jan–Feb 2026) → Accumulation trading range (Feb–May 2026) → Emerging base with tentative upside attempts (May–Jun 2026),Climactic sell volume (Feb 20–23) produced sharp drop but price stabilized quickly → effort absorbed | Rally attempts on moderate volume show limited upside extension → muted result on upside | Recent sideways action (May–Jun) on declining volume suggests supply exhaustion,High climactic volume Feb 20 (10.6M) and Feb 23 (14.2M) → Selling Climax signal | Volume contracted through accumulation base (Mar–Apr) confirming absorption | Moderate volume on upside tests (Apr–May) not yet showing strong demand surge | Jun volume mixed with occasional spikes on down-closes — supply still present,"Accumulation — Evidence of SC, AR, ST pattern; base building in 11.10–12.50 zone; markup attempt emerging but not yet confirmed with strong SOS bar",Likely absorbing supply in 11.10–12.80 range | Testing commitment of remaining sellers | Not yet aggressively marking up — still engineering base or completing Phase C shakeout testing,"Preliminary Support (PS): ~2026-02-17 area | Selling Climax (SC): 2026-02-20 to 2026-02-23 (14.2M volume, low ~11.74) | Automatic Rally (AR): 2026-03-03 to 2026-03-05 (~12.44 high) | Secondary Test (ST): 2026-03-12 to 2026-03-17 (low ~10.935, Spring candidate) | Creek/Resistance: ~12.40–12.80 zone | Sign of Strength attempt (SOS): Apr 24–Apr 30 push to ~13.49 | Last Point of Support (LPS) candidates: May 19–21 (~12.78–13.03) | Back-Up to Creek (BU): Jun 2026 consolidation ~13.20–13.70",Climactic selling Feb 20–23 established credible SC base | Subsequent range (~11.10–12.80) shows classic Wyckoff absorption characteristics | Spring/shakeout low ~10.935 (Mar 17) undercut AR low — Phase C spring behavior | Price recovered above spring low and is building higher lows | Current zone (13.20–13.70) is critical — sustained hold above 13.50 with volume expansion needed to confirm Phase D markup | Failure here risks prolonged re-accumulation or distribution setup,Price failed to sustain above 13.50–13.65 resistance on multiple attempts | Jun 24 showed 6.5M volume on down-close — residual supply warning | No definitive high-volume SOS breakout bar yet | Markup stalling near pre-collapse support zone (13.50–14.00) which is now resistance | Risk of re-entry into range if 12.80 support breached | Accumulation interpretation invalidated if price closes below 11.74 SC low | Overall range duration (~4 months) suggests cautious positioning until clear Phase D confirmation,22,8,7,6,41
HOG,Accumulation,Low,52,Mixed,Primary downtrend Jan→Mar (20.87 to 17.11 trough) | Accumulation base Mar (17.11–17.19 support cluster) | Markup phase Apr→May (17.11 to 26.99) | Consolidation/potential distribution Jun (24.25–26.50 range),"Feb-10 spike (9.68M vol, wide range, close mid = effort without result — warning) | Mar-03/04 high vol expansion with upside close = effort with result (SOS) | May-05 (6.45M, close near high) = bullish effort | May-06 reverse (5.05M, close near low) = supply entering | Jun-18 (5.01M) narrow range = effort without result (absorption or supply) | Jun-26 (14.34M) wide range bearish close = significant supply effort",Declining volume on Jan consolidation (distribution) | Volume expansion on Mar lows (accumulation) | Volume surge Apr markup confirms demand | Volume climax behavior May-05/06 | Declining volume on Jun consolidation rallies | Abnormally high volume Jun-26 on down close = potential LPSY or SOW,Accumulation: Feb-27 to Mar-24 (SC→AR→ST→Spring→SOS pattern visible) | Re-accumulation: Apr through early May | Potential Distribution forming: May-11 high (26.99 BC candidate) → Jun range as Phase B distribution,Accumulated aggressively Mar lows | Drove markup through Apr-May | Now showing potential offloading behavior at 25–27 range | Jun-26 high-volume down bar suggests CO may be distributing into strength,"SC (Selling Climax): ~2026-02-27 (18.00, vol 4.78M) | AR (Automatic Rally): 2026-03-04 (19.63 high) | ST (Secondary Test): 2026-03-13/18 (17.63/17.19) | Spring: 2026-03-18 (17.10 low) | SOS (Sign of Strength): 2026-03-26/31 (19.68/20.44) | LPS (Last Point of Support): 2026-04-06/07 | BC (Buying Climax candidate): 2026-05-11 (26.99) | AR (Auto Reaction): 2026-05-19 (22.73 low) | LPSY candidate: 2026-06-15/25 | SOW candidate: 2026-06-26 (14.34M vol, bearish close 25.19)",Clear accumulation structure completed at 17.10–18.55 base | Strong markup phase confirmed with SOS bars | Price reached ~65% gain from spring low to May peak | Jun range compressing with lower highs (26.47→26.03→25.87) | Jun-26 massive volume (14.34M vs avg ~2–3M) on bearish close is most significant recent event | Support at 24.25–24.50 is critical — loss confirms distribution dominance | Current price 25.19 is below Jun range midpoint,Jun-26 volume (14.34M) is 5–7x average — potential SOW or,22,10,1,7,42
KMT,Accumulation,Low,52,Clean,Bearish dominant | Initial uptrend Jan→Feb (28.89→41.74) | Distribution top Feb 4–12 (~40.90 high) | Lower highs/lower lows from Feb 12 through May | Partial base forming May–June (~31.72–36.53 range),"Multiple high-volume thrusts yielding poor follow-through | Feb 4 spike (3.86M vol, +$4 range) reversed immediately | May 6 spike (3.43M vol, +$6 range) fully reversed within 2 sessions | Effort not rewarded = supply dominance confirmed","Climactic volume on failed rallies (Feb 4, May 6) | Volume contracting on bounces (Mar 23–Apr, Jun 23–26) | Elevated volume on downswings (Feb 12, Mar 12 4.5M, May 27–Jun 1) | Low-volume rallies in June suggest weak demand","Distribution: Feb 4–12 (PSY/BC near 40.90–41.74, AR ~38.52, SOW confirmed) | Re-accumulation attempt: May 15–Jun 26 (~31.72–36.58) | Inconclusive — insufficient LPS confirmation | Net bias: DISTRIBUTION","Offloading inventory through Feb climax | Using rallies (Mar 11, Apr 8–13, May 6) to distribute remaining supply | Current behavior suggests testing demand in low-30s base; CO not yet committed to markup","SC/BC candidate: Feb 4 (39.50→40.90, 3.86M) | AR: Feb 13 (38.52 area) | SOW: Feb 12 (3.57M, wide spread down) | LPSY candidates: Mar 4 (42.03 high rejected), May 6 (43.81 high rejected) | ST after BC: Feb 10–11 | Secondary test: Mar 11–12 (4.5M vol rejection) | Shakeout/Spring candidate: Jun 1 (31.72 low, elevated vol) | LPS attempt: Jun 11–16 (34.60–36.83)",Jan accumulation base (28.83–30.76) cleanly marked up into Feb | Feb 4 and May 6 are both climactic failures — classic UTAD / LPSY behavior | Mar 12 (4.5M volume) = major SOW reinforcing distribution | Jun 1 low (31.72) may serve as Spring if defended | Jun 9–16 rally on moderate volume = potential LPS if structure holds | Price currently hovering 35–36 = mid-range; needs volume confirmation for direction,May 6–8 event (43.81→36.07) is extreme — possible news/gap event distorting Wyckoff labels | No clean Creek or confirmed Sign of Strength post-spring | June rally volume declining — insufficient buying pressure for confident markup call | Dual interpretation possible: continued distribution OR re-accumulation spring | Phase confidence limited by event-driven volatility overriding organic structure,21,8,5,6,43
AKR,Accumulation,Low,52,Clean,Broad trading range ~18.75–22.58 | Higher-level resistance near 22.50–22.58 | Support base building 18.75–19.50 | Multiple lower-high sequences within range | No sustained markup confirmed,"Feb-11 spike to 22.36 open with close at 20.54 = high effort, poor result (UT/UTAD candidate) | Mar-19/20 high volume decline = supply overwhelming demand | Jun-10 extreme volume (6.7M) with sharp drop = climactic supply; potential SC/ST behavior | Apr–May rally on moderate volume = constructive but not explosive",Jan elevated volume on distribution-side highs | Feb-11 anomalous spike with rejection = bearish | Mar climactic selling volume (Mar-19/20) | Apr–May recovery volume subdued to moderate = absorption | Jun-10 climactic dump (6.7M) = possible Selling Climax analog | Jun-24 elevated volume on up-close = demand returning,Net Accumulation bias emerging post-Jun-10 SC | Prior phase (Jan–Mar) shows distribution characteristics | Mid-range (Apr–May) shows re-accumulation attempt | Overall: contested range with accumulation gaining footing in lower half,Absorbed supply aggressively at 18.75–19.50 zone | Tested supply at 22.36–22.58 multiple times without sustained follow-through | Jun-10 shakeout may represent final supply absorption | Current posture: tentative markup with range top resistance not yet cleared,PSY (Preliminary Supply): ~Jan 7–9 near 21.07–21.23 | BC (Buying Climax) / UT: Feb-11 open 22.36 close 20.54 high-volume rejection | AR (Automatic Reaction): Feb-12 to Mar-27 decline to 18.75 | ST (Secondary Test): Apr 1–6 near 18.77–19.43 | Spring Candidate: Mar-27 low 18.75 | LPS (Last Point of Supply): Jun-10 high-volume flush to 21.35 | SOS (Sign of Strength) Candidate: Jun-24 3.7M volume up-close 21.84,Range defined: 18.75 (low) to 22.58 (high) | Jun-10 volume anomaly (6.7M vs avg ~1.2M) is the dominant structural event — likely shakeout or secondary test of lows | Price recovered and is currently mid-to-upper range | Jun-24 volume expansion on advance is constructive | Resistance cluster: 22.00–22.58 must be absorbed for confirmed markup | No clean Phase D SOS bar sequence yet confirmed,Feb-11 wide-spread down-close after gap-up = potential UTAD still overhanging | Multiple rally failures at 21.70–22.00 zone | Jun-10 SC analog unconfirmed — could be continuation of distribution | Markup not confirmed until sustained close above 22.58 on expanding volume | Low conviction volume on several recovery legs (Feb-25: 578K; Apr-16: 563K) | Phase classification remains ambiguous without cleaner SOS sequence,20,7,6,6,44
ARR,Accumulation,Low,42,Clean,Primary downtrend from Jan high (~19.31) to Mar low (~15.32) | Secondary rebound forming higher lows since Mar-20 | Current price (~17.26) below Jan-Feb consolidation zone | Descending structure of lower highs persists on macro view,"Jan-30 large down bar (18.35→17.26) on high volume = effort with result (supply present) | Mar-20 climactic bar (16.52→15.32) on 7.68M = Selling Climax candidate | Post-SC rallies showing diminishing volume = demand absorption | Recent range (16.55–17.26) showing low-volume consolidation = effort declining, result minimal",SC volume spike Mar-20 (7.68M) | AR rally low volume | Secondary tests light volume = supply drying | Jun-17/18 volume uptick (4.9M/5.4M) on down bars = minor supply re-entry | Late Jun recovery on moderate declining volume = tentative demand,Net Accumulation attempt | SC at 15.32 (Mar-20) | Automatic Rally to ~16.88 | Secondary Test zone ~15.43–15.85 (Mar-23) | Trading range established ~15.32–17.64 | Upper half resistance ~17.50–17.64 repeatedly rejected | No confirmed LPS or SOS thrust above resistance,Absorbing supply in lower range | Testing committed sellers | Not yet showing aggressive markup behavior | Possible re-distribution risk if 16.40 support fails,"PSY: ~19.12 (Jan-16) | BC/SC: ~15.32 (Mar-20, 7.68M vol) | AR: ~17.64 (Apr-08) | ST: ~15.43 (Mar-23) | Creek/Resistance: ~17.50–17.65 zone | Last Point of Supply tests: Apr-13/16 rejections | Possible Spring: Mar-23 low ~15.43 | Attempted SOS: Apr rally to 17.64 | Back-Up: Jun consolidation ~16.55–17.26 | No confirmed breakout above Creek",Price rejected at ~17.64–17.72 multiple times (Apr/May) = strong resistance | Jun sell-off to 16.52 on rising volume = supply not yet exhausted | Recovery from Jun-22 low ~16.52 to Jun-26 ~17.26 constructive but low volume | Range ~15.32–17.64 intact for ~3 months | Structure resembles reaccumulation but confirmation absent | Price currently near midpoint of range,"No confirmed SOS (Sign of Strength) above 17.65 Creek | Jun-17/18 volume surge on decline suggests residual supply | Multiple rejections at 17.50–17.72 = distribution risk | If 16.40–15.85 breaks = reaccumulation fails, markdown resumes | Confidence low due to ambiguous volume signals and repeated resistance failures | Macro downtrend from Jan not yet reversed",19,10,6,6,45
EFC,Accumulation,Low,52,Mixed,Primary downtrend from 14.03 (Jan 16) to 11.28 (Mar 20 climactic low) | Secondary recovery attempt building a re-accumulation range ~11.28–13.75 | Current price consolidating near upper range boundary,"High-volume selling (Jan 27: 9.35M; Mar 20: 10.73M) produced limited sustained downside follow-through — effort exceeds result on downside, suggesting absorption | Rally volume modest (May 6: 2.93M spike) with limited price extension — effort-to-result neutral on upside","Climactic volume spikes at Jan 27 and Mar 20 consistent with Selling Climax / Secondary Test behavior | Volume contracts significantly during range-bound consolidation (Apr–Jun) indicating supply drying up | Low-volume rally attempts (Apr–Jun) suggest cautious demand, not yet aggressive accumulation","Leaning Accumulation — Climactic lows with volume, subsequent base-building, supply contraction, and gradual price lift from 11.28 to 13.75 range top | Composite operator appears to be absorbing supply methodically","Likely absorbing — repeated tests of lows without breach, controlled rallies, volume dry-up on pullbacks suggests institutional patience; no aggressive markup yet","Preliminary Support (PS): ~Jan 27 (13.12 low, 9.35M vol) | Selling Climax (SC): Mar 20 (11.28 low, 10.73M vol) | Automatic Rally (AR): Apr 2–Apr 9 (~11.28→12.59) | Secondary Test (ST): Mar 23–27 (~11.31 retest) | Phase B ranging: Apr–May with multiple tests of resistance ~13.65–13.75 | Possible Last Point of Supply (LPSY) or upper range resistance: Jun 10–15 (~13.73–13.77)",Range support established ~11.28–11.57 | Range resistance ~13.68–13.77 (matching Jan early-range highs) | Price currently pressing upper range boundary with declining volume — critical juncture | Six consecutive weeks of narrow consolidation (May–Jun) with shrinking volume = classic spring-loading behavior | No confirmed Sign of Strength (SOS) breakout above 13.77 yet,No confirmed SOS breakout — resistance at 13.75–13.77 repeatedly capped price | Volume on recent rallies remains unimpressive — demand not yet dominant | Price stalling at prior breakdown zone (Jan range lows ~13.55–13.65) — potential resistance-turned-support retest overhead | Broader macro context unknown — phase classification contingent on price action above 13.77 for confirmation | Failure to clear resistance could trigger retest of mid-range ~12.50–12.80 or lower,18,6,5,5,46
BRSL,Accumulation,Low,42,Mixed,Bearish | Series of lower highs and lower lows from 15.77 (Jan 6) to 10.75 (May 15) | Mild stabilization attempt May–June in 10.61–11.97 range | Recent retest of lows (Jun 22–24 ~10.82) followed by uptick,Bearish effort dominant | May 12–13 climactic volume (3.5M–3.8M) with large range drops = Selling Climax candidate | Post-SC rallies lack volume conviction | Jun 26 high volume (3.53M) on upside close = potential Sign of Strength attempt,Elevated on down moves through most of markdown | SC-like spike May 12–13 | Volume declining on consolidation (late May–early June) suggesting supply absorption | Jun 26 volume surge on rally = noteworthy demand signal,Potential early Accumulation after Selling Climax | SC: May 12–13 | Automatic Rally: May 21–Jun 11 (~10.61→11.97) | Secondary Test: Jun 22–24 (~10.82) | No confirmed LPS or SOS breakthrough yet,Likely absorbing supply near lows | Not yet showing clear markup intent | Jun 26 close near high on heavy volume suggests possible CO interest,"Preliminary Supply (PS): ~Jan 6 15.77 | Sign of Weakness / Markdown acceleration: Feb 12 gap drop | Selling Climax (SC): May 12–13 (10.75 low, massive volume) | Automatic Rally (AR): May 21–Jun 11 | Secondary Test (ST): Jun 22–24 ~10.82 | Possible Spring: May 15 ~10.67 | Potential SOS attempt: Jun 26 high volume rally to 11.20",Full markdown from ~15.77 to ~10.67 (~32% decline) | SC volume climax May 12–13 most significant structural event | Trading range forming ~10.61–11.97 post-SC | Jun 26 volume (3.53M) largest since SC on bullish close = key signal | Secondary test held above SC low = constructive | Range too narrow and time too short to confirm full accumulation,No confirmed breakout above trading range resistance (~11.97–12.10) | Overall structure still bearish | Multiple failed rally attempts in consolidation zone | Insufficient time in base to confirm absorption complete | Jun 26 spike volume could be one-day anomaly | Low confidence until price sustains above ~12.10 on volume,16,7,6,6,47
DX,Accumulation,Low,52,Noisy,Primary downtrend from Jan high (~14.93) to March low (~12.24) | Secondary recovery from March low incomplete | Price currently consolidating 12.73–13.24 range | Lower highs and lower lows dominant on macro view,"Climactic sell effort on 2026-03-20 (vol: 24.3M, range: 13.04–12.32) with poor downside result sustainment — possible Selling Climax | Recovery effort post-SC is modest with declining volume — limited upside result | April rally to ~14.03 failed to hold — effort not confirmed by volume expansion",High volume on markdown phase (Mar) consistent with distribution/climax | SC candidate: 2026-03-20 | Post-SC rally volume declining — absorption incomplete | May–June volume contraction during sideways action — potential cause-building | No strong volume surge on upside breakout attempts,Lean toward Re-accumulation or Terminal Shakeout zone | Price holding above SC low (12.24) | No confirmed Sign of Strength (SOS) breakout above Creek (~13.40–13.70) | Possible Automatic Rally (AR) completed ~14.03 (Apr 21) | Trading range: ~12.24–14.03,Ambiguous — absorption signals present but no clear markup initiation | Possible testing of supply in 12.73–13.14 zone | CO not yet showing conviction to markup,Potential Preliminary Supply (PSY): 2026-01-28 ~14.93 | Buying Climax (BC) or Distribution Top: Jan 28–30 | Automatic Reaction (AR): Jan 30 drop to ~13.83 | Secondary Test (ST): Feb range ~13.83–14.15 | Sign of Weakness (SOW): Mar 2–20 breakdown | Selling Climax (SC): 2026-03-20 ~12.32 low | Automatic Rally (AR) post-SC: Apr 21 ~14.03 | Back Up / Secondary Test of SC: May–June consolidation ~12.73–13.24 | Last Point of Support (LPS) candidate: Jun 8–12 lows ~12.71–12.76,SC low at 12.24–12.32 has held for 13+ weeks — structural floor establishing | April rally (+13.5%) reversed on declining volume — no confirmed SOS | June structure shows higher lows forming within 12.73–13.24 compression | Volume drying up in consolidation — spring or SOS setup possible | Resistance cluster at 13.40–13.72 (prior support-turned-resistance) must break on volume for Phase D confirmation,No confirmed SOS above trading range resistance | April rally failure suggests supply not fully absorbed | Macro trend remains down — re-accumulation vs. continuation-of-distribution unresolved | Volume too low to confirm institutional accumulation commitment | Price below all key prior support levels from Jan–Feb range | Phase D entry premature without volume-backed breakout above 13.72+,14,9,6,5,48
