symbol,market_phase,phase_confidence,phase_confidence_score,structure_quality,trend_structure,effort_vs_result,volume_behavior,accumulation_distribution,composite_operator,structural_events,key_observations,caution_flags
RLJ,Markup,High,82,Clean,Primary uptrend intact | Higher lows and higher highs from April lows (~7.15) | Accelerating slope in May–June | Price advanced from ~7.15 to ~12.03 (+68%) | Steepening angle in final weeks suggests climactic behavior,Early markup: effort aligned with result | Late stage (May–June): diminishing effort relative to price gain suggests reduced opposition | Final bar (2026-06-26): massive volume spike (6.13M) on strong price advance to 12.03 — potential Buying Climax (BC),"Accumulation phase (Jan–Mar): moderate volume, choppy | Reaccumulation (Mar–Apr): elevated volume on shakeout lows | Markup initiation (late Apr–May): expanding volume confirming breakout | Climactic zone (Jun): volume surge 6.13M on 2026-06-26 — highest single-day volume in dataset — flags potential exhaustion",Net Accumulation | Early base formation Jan–Apr consistent with Phase B/C Wyckoff accumulation | Spring/shakeout identified early Apr (~7.15 low) | Reaccumulation successful | Now in late Phase E with possible Distribution beginning,Composite Operator (CO) absorbed supply Jan–Apr | CO orchestrated markup from April lows | CO potentially distributing into strength at current highs given climactic volume,"Preliminary Support (PS): ~Jan 28 (7.26 low, elevated vol) | Selling Climax (SC): ~Apr 7 (7.15 low, 3.6M vol) | Automatic Rally (AR): ~Apr 9–14 (7.95–8.20) | Secondary Test (ST): ~Apr 22–23 (7.85–7.90) | Sign of Strength (SOS): ~May 4–5 (breakout, 6.18M + 5.33M vol) | Last Point of Support (LPS): ~May 15 (8.95 pullback) | Markup acceleration: May 20 – Jun 26 | Potential Buying Climax (BC): Jun 26 (12.03 close, 6.13M vol)","Spring confirmed at 7.15 (Apr 7) with high-volume reversal | SOS breakout May 4–5 on heaviest volume cluster | Parabolic acceleration May 20 – Jun 26 | Final bar Jun 26: gap-up open, wide spread, close at high, 6.13M volume — classic Buying Climax signature | Price extended significantly above any reasonable support zone | Upside momentum strong but exhaustion signals emerging",Potential Buying Climax on Jun 26 — watch for Automatic Reaction (AR) pullback | Volume climax may signal Distribution Phase A beginning | Parabolic price extension increases reversal risk | No consolidation since May 20 — overextended condition | Traders should not chase; watch for lower-volume pullback to establish new LPS or failed retest indicating distribution
EFC,Accumulation,High,62,Mixed,Downtrend (Jan–Mar) → Accumulation Base (Mar–May) → Early Markup (May–Jun) → Stalling/Consolidation (Jun),Mixed — large volume events (Jan 27: 9.35M; Mar 20: 10.73M) produced downside price displacement; recovery effort modest with limited upside follow-through on volume,Climactic selling Jan 27 and Mar 20 | Volume contraction during base building (Mar–Apr) | Modest volume expansion on May 6 breakout (2.93M) | Volume drying up in Jun consolidation — consistent with Wyckoff spring/re-accumulation pattern,Accumulation — SC/AR pattern visible Jan–Mar | Spring-like low Mar 20 (11.28) | LPS tests Apr–May | Markup initiated May 6–8,Absorbing supply during Jan–Mar decline | Testing commitment Mar–Apr at lows | Distributing limited supply in Jun range (13.27–13.82) — ambiguous at current resistance,"PSY: Jan 22–23 (~14.12) | SC: Jan 27 (~13.12, vol 9.35M) | AR: Feb 4–6 (~13.01) | ST: Feb 9–13 | Secondary Test/Spring: Mar 20 (~11.28, vol 10.73M) | LPS: Apr 6–15 (low vol, higher lows) | SOS: May 6 breakout (~13.57, vol 2.93M) | BU/LPS Test: May 11–Jun 5 | Potential UT/Stall: Jun 10–26 (~13.82 high, fading)",Mar 20 climactic volume (10.73M) represents most significant structural event — likely terminal shakeout/spring | Price recovered ~+10% from Mar low to Jun high | Jun range (13.27–13.82) is tight with declining volume — consistent with re-accumulation OR potential distribution setup | Current price near Jan 2026 AR resistance level | No decisive breakout above 13.82 yet confirmed,"Jun high (~13.82) aligns with prior AR resistance — failure to break cleanly may indicate Phase B distribution beginning | Volume in Jun very low — lack of demand or lack of supply ambiguous | Two high-volume sell events (Jan 27, Mar 20) suggest persistent supply overhead | Markup velocity is slow — risk of failed markup if broad market weakens | Insufficient volume confirmation on upside — SOS bar (May 6) was only moderate, not climactic buying"
LEG,Accumulation,High,62,Mixed,Bearish intermediate trend (Jan–May lows) with nascent higher-low structure forming from mid-May; recent June price action showing higher highs and higher lows suggesting early markup,Mixed — Feb 12 high-volume selling (4.4M) produced significant downside result (SC candidate); Apr 13 ultra-high volume (21.8M) with wide spread upside = buying climax or SOS bar; Jun 24–26 expanding volume on upside breakout suggests genuine demand,Climactic volume on Apr 13 (21.8M) followed by volume contraction and price decline = distribution or failed markup; volume expansion on Jun 24 (5.9M) and Jun 26 (6.7M) on upside = potential SOS; background volume declining during May–Jun base formation = absorption,Net Accumulation developing after May lows (~9.10–9.14 area); prior Jan–Apr range shows distribution characteristics at 12.00–12.77 zone,Absorbed supply in Mar–May lows; Apr 13 spike likely engineered markup test or shakeout; June breakout activity suggests CO beginning markup campaign,PSY: Jan 15 (12.74) | BC: Jan 15–Feb 4 zone (12.74–13.00) | AR: Feb 12 break (11.18 low) | ST: Feb 18–20 | SC: Mar 20 (9.50) / May 15 (9.14) | Spring: May 15–19 (9.10–9.12 area) | LPS: May 22–Jun 3 zone | SOS: Jun 24–26 breakout (11.44–11.67),Jan–Feb distribution range: 11.63–13.00 | Major markdown: Feb–May from 13.00 to 9.14 | Potential SC cluster: Mar 20 + May 15 double bottom | Apr 13 anomalous volume spike (21.8M) = likely shakeout/spring attempt with failed follow-through | May 15 final low (9.14) on declining volume = selling exhaustion | Jun 24–26 SOS breakout with volume expansion through prior resistance ~11.00–11.32 | Price now testing Jan distribution lows from below,"Apr 13 ultra-volume spike (21.8M) remains ambiguous — could be climactic buying into resistance, not a true SOS | Price has not yet cleared the 12.00–12.77 supply zone | Jun 26 close (11.67) still within prior distribution zone | Consecutive distribution + re-accumulation ranges increase whipsaw risk | Confidence limited by complex multi-month overlapping structure | Insufficient data above 12.00 to confirm sustained markup"
NOMD,Accumulation,High,62,Mixed,Primary downtrend from ~13.08 (Feb 2026) | Secondary range/base forming ~9.09–10.55 (Mar–Jun 2026) | Recent breakout attempt above 10.55 with volume surge Jun 26,Feb 25–26 climactic sell effort (8.87M vol) produced large gap down — supply dominant | Mar–May low-volume drift confirms reduced supply | Jun 24–26 upside volume expansion (1.83M→3.56M) with price breakthrough — demand emerging,Elevated volume on Feb 26 SOSCk (climax) | Drying volume Mar–Apr base building | Volume contraction in re-test zone confirms supply absorption | Jun 26 breakout volume (3.56M) highest since distribution collapse — bullish thrust,Re-Accumulation structure | Initial distribution: Jan–Feb 2026 at 12.5–13.08 | Markdown: Feb 25–Mar 12 | Base/Creek: ~9.09–9.84 | Absorption evident Apr–May | Spring-like behavior May 12–13 (8.99 low) followed by recovery,Absorbing supply in 9.10–10.55 range | Likely completing markup initiation | Jun 24–26 surge suggests CO defending and lifting price through resistance,"PSY: ~12.165 (Jan 5) | BC/UTAD-like top: 13.08 (Feb 20) | LPSY: Feb 23–25 | SOW/ICE break: Feb 26 (gap, 8.87M vol) | SC analog: Mar 12 (9.54) | AR: Mar 17–19 (~10.08) | ST/Spring: May 12–13 (9.09 low) | LPS: May 14–22 | SOS: Jun 9–12 | BU/Jump across Creek: Jun 24–26 (10.65–11.12)","Feb 26 climactic bar (open 11.27, low 10.665, vol 8.87M) marked end of markdown phase | Base range ~9.10–10.55 held for ~3 months | Spring at 8.99 (May 13) not confirmed with heavy volume — shallow spring | Jun 26 close at 11.12 on 3.56M vol is most significant bullish event since collapse | Price now testing underside of former distribution zone (~11.00–11.50)",Overhead supply zone 11.00–13.00 is substantial — prior distribution range | Spring volume was modest (not climactic) reducing conviction | Multiple failed rallies to 10.55 before final breakout — structural weakness possible | Jun 26 single-bar surge requires follow-through confirmation | Low float/liquidity environment amplifies false signals | Phase D not confirmed until sustained trade above 11.50+
ENR,Markup,High,62,Mixed,Primary downtrend from ~24.54 (Feb 5 high) through ~15.75 (May 20 low) | Secondary recovery rally underway from May 20 spring low | Higher lows forming since May 20 | Resistance zone ~22.50–23.00 overhead,Large effort (volume spike May 5–6 on wide spread down) produced limited sustained follow-through lower — absorption signal | Jun 18 high-volume wide-spread up bar (~2.19M) signals renewed demand | Early accumulation range effort absorbed supply ~16.00–17.00 zone with minimal downside result,Climactic volume Jan 30 (~3.6M) near distribution peak | Selling climax characteristics May 5 (~2.0M) and May 6 (~2.0M) on downside gaps | Volume expansion on rallies from late May onward constructive | Jun 18 volume surge (~2.19M) most significant demand bar in recovery | Background volume declining on reactions since May 20 — bullish,Distribution phase: Jan–Feb top (~21.50–24.54) | Markdown: Feb–May (~24.54 to ~15.75) | Re-accumulation/Accumulation base: May 20–present (~15.75–18.50 zone) | Current markup attempt underway with price clearing trading range highs,Evidence of distribution completed at Feb highs | Markdown engineered through Mar–May | Absorption and re-accumulation activity visible May–Jun | CO appears to be re-entering long side — markup campaign initiated mid-Jun,Buying Climax (BC): ~Feb 4–5 (~24.30–24.54) | Automatic Reaction (AR): ~Feb 9 (~21.88) | Secondary Test (ST): ~Feb 17–24 range (~23.13–23.46) | Sign of Weakness (SOW): Mar 2–12 cascade (~21.31 to ~16.37) | Selling Climax (SC): May 5–6 (~15.75–17.49 zone) | Automatic Rally (AR): May 21–22 (~17.30–18.18) | Spring Candidate: May 19–20 (~15.75–16.02) | Back Up Action (BUA)/LPS: Jun 1–12 consolidation | Sign of Strength (SOS): Jun 18 wide-spread high-volume rally (~19.84–21.80) | Last Point of Support (LPS): Jun 22 pullback (~20.73),"Spring at May 20 low (~15.75) undercuts prior support then recovers — classic Phase C test | Jun 18 SOS bar most compelling demand event in entire dataset — price, spread, and volume aligned bullishly | Price now trading above prior resistance ~20.00–20.50 | Recovery from spring exceeds prior AR high — structural improvement | Accumulation range defined approximately 15.75–18.50 | Measured move target from range projects ~21.00–24.00 zone | Current price (~22.64) approaching measured target and prior distribution support",Prior distribution overhead ~22.50–24.54 represents significant supply zone — potential resistance | Price has rallied ~44% from spring low rapidly — extended short-term | Volume has moderated on recent advance Jun 22–26 — needs expansion to confirm continuation | Re
SFL,Distribution,High,72,Mixed,Uptrend Jan–May (7.90→12.80) | Distribution range May–Jun (12.07–12.90) | Breakdown initiated late June | Lower highs forming post-May peak,"Feb 11 spike (5.76M vol, +8.5% range) = Sign of Strength/Jump Across Creek | May 12 spike (2.71M vol) = Buying Climax/UTAD candidate | Jun 26 high-volume (6.04M) wide-range down bar = decisive effort confirming supply dominance",Volume expansion on upside Jan–Feb (accumulation/markup confirmation) | Volume climaxing at May 12 peak (BC signal) | Distribution phase volume elevated on down bars | Jun 26 volume (6.04M) largest in dataset — climactic selling/LPSY breakdown confirmation,Accumulation: Jan 5–Jan 27 (base ~7.90–8.40) | Markup: Jan 28–May 12 | Distribution: May 12–Jun 17 (~12.07–12.90 range) | Markdown initiating: Jun 18–Jun 26,CO completed accumulation and drove markup through Feb SOS | Distributed supply into May–Jun range highs | Now withdrawing bids — markdown underway,"Preliminary Support/SC: Jan 5 (7.90 low) | Sign of Strength: Feb 11 (breakout, 5.76M vol) | Jump Across Creek: Feb 11–Mar 2 | Buying Climax: May 12 (12.90 high, 2.71M vol) | Automatic Reaction: May 22–May 29 | UTAD test: May 20–21 (12.86 high, fading) | LPSY: Jun 15–Jun 17 | Breakdown/SOW: Jun 18 | Markdown Acceleration: Jun 26 (6.04M vol, close 10.53)","Price retreated from 12.90 to 10.53 (-18.4%) in ~6 weeks | Jun 26 bar: open 10.67, low 10.21, close 10.53 on 6.04M vol = highest volume session — classic supply overwhelm | Multiple LPSY formations between 11.0–11.5 zone | Post-distribution structure shows no sustained demand response | Range resistance now ~11.50–12.00",Dataset ends Jun 26 — full markdown confirmation requires continuation below 10.21 | Single-session climactic volume could represent selling exhaustion/spring setup if price reverses sharply | 10.21 intraday low = potential support test | Phase assignment could revert to re-accumulation if strong demand emerges above 10.50
ARI,Distribution,High,62,Noisy,Bearish deterioration within a broad trading range | Price unable to sustain above 11.00–11.24 | Lower highs forming after April peak | Declining price with rising volume in June signals weakness,Effort exceeds result on upside (large volume with minimal net gain) | Jun 16–26 shows massive volume with no upward price progress — classic supply dominance | Jan 28 spike (5.3M) produced a gain that could not be sustained — buying climax behavior,Climactic spike Jan 28 (5.3M) = likely Buying Climax (BC) | Secondary test volume (Jan 29–30) declining but still elevated | Mid-range (Feb–Mar) volume moderate with price erosion | Apr rally on declining volume = weak markup | Jun 16–26 volume surging (3.5M–6.6M) on flat-to-down price = distribution/supply pressure,DISTRIBUTION — price rejected at upper range repeatedly | High-volume failure to advance in June confirms supply overwhelming demand | Net price drift lower from 11.22 high toward 10.74–10.78 range,"Composite Operator appears to be distributing | BC identified Jan 28 | AR (Automatic Reaction) Jan 29–Feb | Range established Feb–Apr | UTAD attempt Apr 13–17 (~11.08–11.22) | SOW (Sign of Weakness) emerging June with high volume, no price gain",BC (Buying Climax): 2026-01-28 | AR (Automatic Reaction): 2026-01-29 to 2026-01-30 | ST (Secondary Test): 2026-02-03 to 2026-02-06 | Phase B Range: 2026-02-09 to 2026-04-17 | UTAD (Up Thrust After Distribution): 2026-04-13 to 2026-04-17 | LPSY (Last Point of Supply): 2026-04-28 to 2026-05-06 | SOW (Sign of Weakness): 2026-06-16 to 2026-06-26,Jan 28 gap-up with 5.3M volume is the defining event — Buying Climax | Price ranged 10.40–11.24 for 5 months with repeated supply | April UTAD failed to hold above 11.22 — confirmed distribution trap | April 29 sharp drop on 2.7M volume = SOW precursor | June 16–26 massive volume cluster (avg ~4M/day) with price stuck 10.72–10.83 = terminal distribution | Range support ~10.40–10.50 now under threat,Phase could still be re-accumulation if 10.40 support holds with low volume | No confirmed markdown yet — watch for break below 10.40 on volume | June volume surge could be climactic selling rather than distribution if price stabilizes | Limited downside price data makes markdown confirmation premature | Small absolute price range (~9.70–11.24) limits structural clarity
AHCO,Accumulation,High,62,Mixed,Macro Bearish (from ~13.43 peak) | Micro Neutral-to-Bullish (base building 9.50–10.30 zone) | Higher lows forming in late June,Feb-24 climactic volume (4.17M) with large range drop = effort confirming supply | May-05 (4.74M) secondary selling climax with poor upside result | Jun-26 (4.33M) high volume narrow-ish close near high = demand absorption signal,"Climactic selling: Feb-24 (4.17M), May-05 (4.74M) | Declining volume on rallies Jan–Feb = distribution | Volume expansion on down-breaks confirms markdown | Jun-26 volume spike with bullish close = potential demand re-entry | Background volume contracting in base zone = drying supply",Primary Distribution: Jan 10.40–10.92 range | Secondary Distribution / Markup failure: Mar-24 to May-04 (9.60–13.43) | Active Markdown: May-05 to Jun-17 | Potential Re-Accumulation: Jun-17 to present (9.44–10.29),CO distributed aggressively Jan–Feb via narrow range high-volume days | CO shook out weak hands via Feb-24 plunge (LPSY/SOW) | CO re-marked price Mar–Apr into absorption zone | CO re-distributed Apr–May; initiating secondary markdown | CO showing possible absorption in Jun base via Jun-26 demand surge,"PSY (Preliminary Supply): ~Jan 16 (10.92) | BC (Buying Climax): ~Jan 07–08 (10.735) early / confirmed ~Mar-24 (11.69) | AR (Automatic Reaction): Jan 23–28 (10.09–9.55) | ST (Secondary Test): Feb 09–11 (10.93 retest) | SOW (Sign of Weakness): Feb-24 (8.505 low, massive volume) | LPSY (Last Point of Supply): Mar 16 (10.88) | Markdown Phase 1: Feb-24 to Feb-27 | Re-markup / Distribution Phase 2: Mar-02 to Apr-30 | BC2 (Secondary Buying Climax): Apr-27 to May-04 (13.43) | SOW2: May-05 (10.80 low, 4.74M volume) | SC (Selling Climax candidate): Jun-17 (9.445 low, 2.34M) | AR2: Jun-24 to Jun-26 (10.03–10.29 rally on expanding volume)","1. Two full distribution-to-markdown cycles completed | 2. May-05 SOW is the most significant bearish event (largest volume, largest single-day range collapse from 13.43 peak) | 3. Price has been compressing in 9.44–10.35 range for ~6 weeks | 4. Jun-26 volume surge (4.33M) with close near high (10.29) is strongest demand signal since markdown began | 5. Higher lows: Jun-17 (9.445) → Jun-22 (9.555) → Jun-25 (9.76) suggests absorption | 6. No confirmed Spring or LPS yet",
DOLE,Accumulation,Low,38,Clean,Macro uptrend Jan→Feb (14.06→16.57) | Sustained markdown Feb→Mar (16.57→13.96) | Attempted re-accumulation Mar→Apr (13.96→15.73) | Secondary markdown May→Jun (15.73→13.78) | Overall bearish trend dominant,Feb 4 high-volume push (1.4M) yields marginal new high — effort without result (bearish divergence) | Mar 20 climactic volume (3.19M) suggests Selling Climax candidate | May 29 extreme volume (3.6M) on close at lows — selling pressure dominant | Jun 26 massive volume (4.4M) on narrow range — absorption or supply dump unclear,"Rising volume on downswings | Declining volume on rallies | Climactic spikes at lows (Mar 20, May 29, Jun 26) | Volume expansion on weakness confirms distribution/markdown bias",Distribution dominant | Feb 4–6 peak with volume divergence | Multiple lower highs from Feb→Jun | No confirmed Wyckoff accumulation schematic completed | Jun climactic volume could mark early Selling Climax but no follow-through confirmation yet,Bearish posture — CO appears to be distributing | Failed re-accumulation Apr–May | Consistent selling into rallies | Jun 26 high-volume doji/narrow bar may indicate CO testing absorption capacity,"Potential Preliminary Supply (PSY): Feb 4 (16.505, 1.4M vol) | Buying Climax (BC): Feb 4–6 zone | Automatic Reaction (AR): Feb 9–11 (16.57→15.71) | Sign of Weakness (SOW): Feb 25 gap-down (1.35M, large range) | Potential Selling Climax (SC): Mar 20 (3.19M, 13.96 low) | Failed UTAD attempt: Apr 9–10 (15.73) | Secondary Test failure: May rally rejected | Potential SC2: May 29 (3.6M, 13.99 close) | Jun 26 anomalous volume (4.4M) — possible terminal shakeout or supply dump",Price failed to sustain above 15.73 after Mar SC rally | Each recovery attempt makes lower highs | Volume spikes cluster at price lows suggesting possible absorption but no upside follow-through | 13.78–13.99 zone becoming critical support | Jun 26 4.4M volume bar is the highest in dataset — requires monitoring for reversal signal | Trading range compressing near lows,No confirmed accumulation — premature to call bottom | Jun 26 mega-volume unresolved (could be capitulation OR institutional supply) | Repeated failed rallies increase markdown probability | Price below all key reference levels from Jan baseline | Low confidence in any bullish schematic without sustained volume on upside | Dataset ends at Jun 26 — incomplete phase resolution
ECVT,Distribution,High,78,Mixed,Uptrend Jan–Apr (9.68→14.97) | Distribution range Apr–May (13.75–15.09) | Markdown accelerating Jun (14.97→11.79),Effort increasing on downside | Large range days with high volume failing to hold gains | Jun 25–26 climactic volume with price unable to recover = bearish effort/result divergence,"Volume expanded on rally peaks (Mar 17: 5.08M, Apr 10: 4.58M) | Distribution phase shows elevated vol on down days | Jun 25–26 surge (5.78M / 6.89M) on sharp decline = selling climax candidate or panic markdown",DISTRIBUTION | Smart money offloading evident Apr–May | Lower highs forming post-Apr 14 peak | No meaningful re-accumulation detected yet,Distributing | Markup complete | CO absorbed retail buying near highs ~14.42–15.09 | Now facilitating markdown,"SC (Spring candidate Jan 5: 9.685) | SOS Jan 6–9 (rapid rally) | BU/LPS Feb–Mar consolidation | UTAD Apr 10–14 (14.03–14.42 spike, high vol, reversal) | SOW May 21 (13.25 breakdown, vol surge) | ICE break Jun 4 | Markdown acceleration Jun 25–26 (PSY/SC of markdown?)",Price broke below Jan–Apr rising support structure | UTAD confirmed at 14.42 (Apr 13) with immediate reversal | Jun 25–26 shows largest vol of entire dataset on breakdown | Range 11.79–12.19 may represent potential selling climax of first markdown wave | Structure now ~20% off highs,"Jun 25–26 extreme volume could signal AR (Automatic Rally) setup — monitor for bounce to ~12.60–13.00 | No confirmed re-accumulation yet — premature to call bottom | If 11.78 (Jun 25 low) fails, next support ~11.20–11.00 | Low float / volume spikes suggest possible news-driven distortion | Phase C re-accumulation possible but unconfirmed"
TWO,Accumulation,High,74,Mixed,Downtrend (Jan 16–Mar 16) → Reversal/Spring (Mar 9–18) → Impulsive Markup (Mar 19–23) → Re-accumulation TR (Mar 24–Jun 26) | Higher low structure intact within new TR,"Jan 9 high-volume surge (11.6M) = strong effort with good result (upward) | Jan 30 breakdown (5.0M) = effort confirming supply | Feb 25 capitulation bar (9.97M, wide spread down to 9.0) = climactic selling | Mar 19 spring reversal (16.6M) = massive effort with strong bullish result (SOS) | May 1 gap-up (7.67M) = effort confirming markup | Post-May consolidation: shrinking volume on narrow range = effort diminishing = absorption/re-accumulation",Climactic volume at Jan 9 peak (11.6M) = Buying Climax | Distribution volume confirms Jan 16–30 | Selling Climax Feb 25 (9.97M) | Spring volume surge Mar 9 (3.4M low) → Mar 19 SOS (16.6M) | Markup confirmed Mar 19–23 on elevated volume | Volume contraction in TR May–Jun = low supply = bullish absorption,"Distribution: Jan 9–Jan 30 (BC→ARR→SOW) | Markdown: Feb–Mar 16 | Accumulation: Feb 25–Mar 18 (SC→AR→Spring) | Re-accumulation: Mar 24–Jun 26 (LPS zone, tight range, low volume)",Absorbed supply aggressively during Feb 25 capitulation | Engineered spring Mar 9 (test low 8.78) | Markup initiated Mar 19 on record volume | Currently holding price in tight re-accumulation TR (~12.22–12.54) | Low-volume compression suggests CO preparing next markup leg,BC (Buying Climax): 2026-01-09 @ 12.53 | AR (Automatic Reaction): 2026-01-30 @ 11.21 | SOW (Sign of Weakness): 2026-02-25 @ 9.0 low | SC (Selling Climax): 2026-02-25 | ST (Secondary Test): 2026-03-09 @ 8.78 (Spring) | SOS (Sign of Strength): 2026-03-19 @ 16.58M volume | LPS (Last Point of Support): 2026-03-27–Mar 31 | Re-accumulation TR: Apr–Jun 2026 (~10.94–12.66),Price rallied ~30% from spring low (8.78) to markup high (~12.72) | Current TR range: ~12.22–12.66 with extremely low volume (700K–1.5M avg) | Persistent price stability near 12.34–12.54 = classic LPS/re-accumulation behavior | No significant supply bars since May | Jun consolidation shows decreasing spread + decreasing volume = demand absorbing remaining supply | Structure resembles Phase D LPS ahead of Phase E markup,
AVNS,Accumulation,High,62,Clean,UPTREND (Jan–Feb) → CORRECTION/RETEST (Feb–Mar) → BASE FORMATION (Mar–Apr) → EXPLOSIVE MARKUP GAP (Apr-14) → LATERAL RANGE / POSSIBLE DISTRIBUTION (Apr–Jun),"JAN-FEB: Strong effort with commensurate result (price advance ~11.11→15.68) | FEB-24: High volume sharp decline = supply entering, effort confirms result | APR-14: Extreme volume (23.9M) with massive price gap (~14.53→24.63) = singular event, likely news-driven JAC or Buying Climax | APR-15 onward: Declining volume on narrow range = absorption or lack of follow-through | JUN: Mild distribution pressure with volume spikes on down closes",JAN: Moderate rising volume confirming uptrend | FEB-24: Climactic volume spike on break (1.01M) = Upthrust or SOW signal | MAR: Subdued volume on consolidation = Spring territory | APR-14: Extreme anomalous volume (23.9M) = external catalyst event | APR-JUN: Volume drying up in narrow 24.60–24.81 range = supply/demand equilibrium or stealth distribution | JUN-17/18: Volume uptick on down closes = subtle weakness,"JAN–FEB: ACCUMULATION completing, markup underway | FEB-24 to MAR: REACCUMULATION or failed markup test | APR-14: REDISTRIBUTION ENTRY POINT — climactic gap event likely marks supply zone | APR–JUN: Probable DISTRIBUTION PHASE B — tight range, shrinking volume, minor churning","Jan–Feb: CO actively marking up | Feb-24: CO testing supply or allowing shakeout | Mar: CO re-absorbing at lower prices | Apr-14: CO exits or institutions react to catalyst (possible merger/acquisition/special dividend pricing) | Apr–Jun: CO distributing into narrow range with controlled volume | Jun: CO withdrawing support, early signs of supply dominance","PSY (Preliminary Supply): ~Feb-12 (15.35 high, volume declining) | BC (Buying Climax): Feb-20 (15.68 high) | AR (Automatic Reaction): Feb-24 (sharp drop to 13.45 on climactic volume) | ST (Secondary Test): Feb-26/Mar range | Spring Candidate: Mar-09/10 (12.75–12.81 lows on elevated volume) | LPS (Last Point of Support): Mar-23 to Apr-13 base | JAC or External Event: Apr-14 (gap from ~14.53 to 24.63 on 23.9M volume) | BC2 (Secondary Buying Climax): Apr-14–15 | Phase B Distribution: Apr-15 to Jun-26 narrow range | SOW (Sign of Weakness): Jun-17 (close 24.87, volume 1.58M) | UTAD Test: Pending","1. Apr-14 represents a non-organic price event — 69% single-day gap on 23.9M volume (vs avg ~600K) suggesting corporate action, halt-resume, merger,",
